ReceivingAreas_SASAId,rcaCode,rcaRelatedSA,rcaRelatedSARemark,ReportNetEnvelopeFileId
5627,UKWAWA_CM121,UKWACA121,,27741
5628,UKWAWA_CM102SFW,UKWACA102SFW,,27741
5629,UKWAWA_CM107SFW,UKWACA107SFW,,27741
5630,UKWAWA_CM49,UKWACA49,,27741
5631,UKWAWA_CM50,UKWARI50,,27741
5632,UKWAWA_CM120,UKWACA120,,27741
5633,UKCMSC9127172,UKRISC912711,River,27741
5634,UKCMSC91271110,UKRISC9127162,River,27741
5635,UKCMSC9127177,UKRISC9127165,River,27741
5636,UKCMSC9127115,UKRISC9127170,River,27741
5637,UKCMSC9127133,UKRISC9127126,River,27741
5638,UKCMSC9127149,UKRISC9127136,River,27741
5639,UKCMSC9127113,UKRISC9127137,River,27741
5640,UKCMSC9127110,UKRISC9127147,River,27741
5641,UKCMSC9127132,UKRISC9127122,River,27741
5642,UKCMSC9127142,UKRISC9127175,River,27741
5643,UKCMSC9127136,UKRISC9127197,River,27741
5644,UKCMSC9127169,UKRISC91271101,River,27741
5645,UKCMSC9127169,UKRISC91271105,River,27741
5646,UKCMSC912713,UKRISC91271114,River,27741
5647,UKCMSC91271110,UKRISC91271125,River,27741
5648,UKCMSC9127115,UKRISC91271172,River,27741
5649,UKCMSC9127136,UKRISC91271121,River,27741
5650,UKCMSC9127147,UKRISC9127134,River,27741
5651,UKCMSC9127158,UKRISC9127179,River,27741
5652,UKCMSC9127146,UKRISC91271160,River,27741
5653,UKCMSC9127152,UKRISC91271153,River,27741
5654,UKCMSC9127146,UKRISC91271154,River,27741
5655,UKCMSC9127146,UKRISC91271159,River,27741
5656,UKCMSC9127118,UKRISC912716,River,27741
5657,UKCMSC9127125,UKRISC9127111,River,27741
5658,UKCMSC9127163,UKRISC9127113,River,27741
5659,UKCMSC9127181,UKRISC9127168,River,27741
5660,UKCMSC9127181,UKRISC9127169,River,27741
5661,UKCMSC9127110,UKRISC9127150,River,27741
5662,UKCMSC91271113,UKRISC9127142,River,27741
5663,UKCMSC9127175,UKRISC9127152,River,27741
5664,UKCMSC9127123,UKRISC9127173,River,27741
5665,UKCMSC9127142,UKRISC9127174,River,27741
5666,UKCMSC9127111,UKRISC9127186,River,27741
5667,UKCMSC9127175,UKRISC91271148,River,27741
5668,UKCMSC9127136,UKRISC91271122,River,27741
5669,UKCMSC9127169,UKRISC91271123,River,27741
5670,UKCMSC912713,UKRISC91271130,River,27741
5671,UKCMSC9127138,UKRISC91271136,River,27741
5672,UKCMSC91271113,UKRISC91271143,River,27741
5673,UKCMSC9127175,UKRISC91271146,River,27741
5674,UKCMSC9127146,UKRISC91271162,River,27741
5675,UKCMSC9127114,UKRISC91271164,River,27741
5676,UKCMSC9127148,UKRISC912712,River,27741
5677,UKCMSC9127199,UKRISC9127120,River,27741
5678,UKCMSC9127166,UKRISC9127121,River,27741
5679,UKCMSC9127177,UKRISC9127166,River,27741
5680,UKCMSC9127115,UKRISC9127171,River,27741
5681,UKCMSC91271110,UKRISC9127159,River,27741
5682,UKCMSC9127151,UKRISC9127189,River,27741
5683,UKCMSC9127152,UKRISC9127191,River,27741
5684,UKCMSC9127115,UKRISC9127198,River,27741
5685,UKCMSC9127169,UKRISC91271100,River,27741
5686,UKCMSC9127169,UKRISC91271102,River,27741
5687,UKCMSC9127169,UKRISC91271104,River,27741
5688,UKCMSC9127146,UKRISC91271109,River,27741
5689,UKCMSC9127116,UKRISC9127181,River,27741
5690,UKCMSC9127111,UKRISC9127185,River,27741
5691,UKCMSC9127178,UKRISC91271134,River,27741
5692,UKCMSC9127116,UKRISC91271140,River,27741
5693,UKCMSC9127182,UKRISC91271169,River,27741
5694,UKCMSC9127181,UKRISC91271170,River,27741
5695,UKCMSC9127117,UKRISC912714,River,27741
5696,UKCMSC9127168,UKRISC912715,River,27741
5697,UKCMSC9127177,UKRISC9127164,River,27741
5698,UKCMSC9127159,UKRISC9127138,River,27741
5699,UKCMSC912719,UKRISC9127141,River,27741
5700,UKCMSC9127110,UKRISC9127149,River,27741
5701,UKCMSC91271110,UKRISC9127161,River,27741
5702,UKCMSC9127136,UKRISC9127195,River,27741
5703,UKCMSC9127169,UKRISC9127199,River,27741
5704,UKCMSC9127146,UKRISC91271108,River,27741
5705,UKCMSC9127146,UKRISC91271110,River,27741
5706,UKCMSC912712,UKRISC91271116,River,27741
5707,UKCMSC9127111,UKRISC91271149,River,27741
5708,UKCMSC912712,UKRISC91271151,River,27741
5709,UKCMSC9127157,UKRISC91271135,River,27741
5710,UKCMSC9127145,UKRISC91271120,River,27741
5711,UKCMSC9127136,UKRISC91271142,River,27741
5712,UKCMSC9127146,UKRISC91271168,River,27741
5713,UKCMSC9127115,UKRISC91271173,River,27741
5714,UKCMSC91271110,UKRISC91271174,River,27741
5715,UKCMSC91271113,UKRISC9127145,River,27741
5716,UKCMSC9127135,UKRISC912718,River,27741
5717,UKCMSC91271113,UKRISC9127117,River,27741
5718,UKCMSC9127177,UKRISC9127163,River,27741
5719,UKCMSC912716,UKRISC9127127,River,27741
5720,UKCMSC9127137,UKRISC9127129,River,27741
5721,UKCMSC9127150,UKRISC9127130,River,27741
5722,UKCMSC9127171,UKRISC9127143,River,27741
5723,UKCMSC9127156,UKRISC9127123,River,27741
5724,UKCMSC9127154,UKRISC9127154,River,27741
5725,UKCMSC9127174,UKRISC9127156,River,27741
5726,UKCMSC9127119,UKRISC9127188,River,27741
5727,UKCMSC9127131,UKRISC9127193,River,27741
5728,UKCMSC9127115,UKRISC9127172,River,27741
5729,UKCMSC9127157,UKRISC9127183,River,27741
5730,UKCMSC9127121,UKRISC91271127,River,27741
5731,UKCMSC9127128,UKRISC91271137,River,27741
5732,UKCMSC9127141,UKRISC9127139,River,27741
5733,UKCMSC9127165,UKRISC9127135,River,27741
5734,UKCMSC9127128,UKRISC9127140,River,27741
5735,UKCMSC9127110,UKRISC9127146,River,27741
5736,UKCMSC9127110,UKRISC9127148,River,27741
5737,UKCMSC9127152,UKRISC9127190,River,27741
5738,UKCMSC9127146,UKRISC9127194,River,27741
5739,UKCMSC9127146,UKRISC91271107,River,27741
5740,UKCMSC912713,UKRISC91271113,River,27741
5741,UKCMSC912712,UKRISC91271115,River,27741
5742,UKCMSC9127116,UKRISC9127180,River,27741
5743,UKCMSC9127119,UKRISC9127187,River,27741
5744,UKCMSC9127147,UKRISC91271132,River,27741
5745,UKCMSC9127178,UKRISC91271133,River,27741
5746,UKCMSC9127146,UKRISC91271119,River,27741
5747,UKCMSC9127116,UKRISC91271139,River,27741
5748,UKCMSC9127153,UKRISC9127131,River,27741
5749,UKCMSC9127129,UKRISC912713,River,27741
5750,UKCMSC9127143,UKRISC912717,River,27741
5751,UKCMSC91271108,UKRISC9127118,River,27741
5752,UKCMSC9127177,UKRISC9127167,River,27741
5753,UKCMSC91271110,UKRISC9127128,River,27741
5754,UKCMSC9127159,UKRISC9127144,River,27741
5755,UKCMSC9127110,UKRISC9127151,River,27741
5756,UKCMSC9127138,UKRISC9127157,River,27741
5757,UKCMSC9127169,UKRISC91271103,River,27741
5758,UKCMSC9127146,UKRISC91271111,River,27741
5759,UKCMSC9127146,UKRISC91271118,River,27741
5760,UKCMSC9127142,UKRISC9127177,River,27741
5761,UKCMSC9127116,UKRISC9127182,River,27741
5762,UKCMSC9127175,UKRISC91271147,River,27741
5763,UKCMSC9127121,UKRISC91271126,River,27741
5764,UKCMSC9127136,UKRISC91271141,River,27741
5765,UKCMSC9127175,UKRISC91271144,River,27741
5766,UKCMSC9127175,UKRISC91271145,River,27741
5767,UKCMSC9127146,UKRISC91271161,River,27741
5768,UKCMSC9127136,UKRISC91271165,River,27741
5769,UKCMSC9127146,UKRISC91271155,River,27741
5770,UKCMSC9127146,UKRISC91271157,River,27741
5771,UKCMSC9127146,UKRISC91271158,River,27741
5772,UKCMSC9127159,UKRISC912719,River,27741
5773,UKCMSC9127140,UKRISC9127110,River,27741
5774,UKCMSC9127162,UKRISC9127112,River,27741
5775,UKCMSC9127173,UKRISC9127115,River,27741
5776,UKCMSC9127144,UKRISC9127116,River,27741
5777,UKCMSC9127167,UKRISC9127119,River,27741
5778,UKCMSC9127139,UKRISC9127132,River,27741
5779,UKCMSC9127175,UKRISC9127153,River,27741
5780,UKCMSC9127126,UKRISC9127155,River,27741
5781,UKCMSC9127138,UKRISC9127158,River,27741
5782,UKCMSC91271110,UKRISC9127160,River,27741
5783,UKCMSC9127145,UKRISC9127192,River,27741
5784,UKCMSC9127142,UKRISC9127176,River,27741
5785,UKCMSC9127136,UKRISC9127196,River,27741
5786,UKCMSC9127146,UKRISC91271106,River,27741
5787,UKCMSC9127146,UKRISC91271112,River,27741
5788,UKCMSC9127175,UKRISC91271117,River,27741
5789,UKCMSC9127116,UKRISC9127178,River,27741
5790,UKCMSC9127157,UKRISC9127184,River,27741
5791,UKCMSC9127160,UKRISC91271150,River,27741
5792,UKCMSC91271110,UKRISC91271175,River,27741
5793,UKCMSC9127121,UKRISC91271128,River,27741
5794,UKCMSC9127121,UKRISC91271129,River,27741
5795,UKCMSC9127116,UKRISC91271138,River,27741
5796,UKCMSC9127183,UKRISC91271171,River,27741
5797,UKCMSC9127146,UKRISC91271163,River,27741
5798,UKCMSC9127175,UKRISC91271166,River,27741
5799,UKCMSC9127115,UKRISC91271167,River,27741
5800,UKCMSC9127123,UKRISC91271152,River,27741
5801,UKCMSC9127146,UKRISC91271156,River,27741
5802,UKCMSC9127127,UKRISC9127114,River,27741
5803,UKCMSC91271110,UKLKSC912711,Lake,27741
5804,UKCMSC9127145,UKLKSC912712,Lake,27741
5805,UKCMSC9127122,UKLKSC912713,Lake,27741
5806,UKCMSC912711,UKLKSC912714,Lake,27741
5807,UKCMSC9127178,UKLKSC912715,Lake,27741
5808,UKCMSC9127179,UKLKSC912716,Lake,27741
5809,UKCMSC912717,UKLKSC912717,Lake,27741
5810,UKCMSC9127145,UKLKSC912718,Lake,27741
5811,UKCMSC9127180,UKLKSC912719,Lake,27741
5812,UKCMSC912714,UKLKSC9127110,Lake,27741
5813,UKCMSC9127146,UKLKSC9127111,Lake,27741
5814,UKCMSC9127115,UKLKSC9127112,Lake,27741
5815,UKCMSC9127161,UKLKSC9127113,Lake,27741
5816,UKCMSC9127155,UKLKSC9127114,Lake,27741
5817,UKCMSC9127130,UKLKSC9127115,Lake,27741
5818,UKCMSC9127120,UKLKSC9127116,Lake,27741
5819,UKCMSC91271110,UKLKSC9127117,Lake,27741
5820,UKCMSC9127185,UKLKSC9127118,Lake,27741
5821,UKCMSC9127188,UKLKSC9127119,Lake,27741
5822,UKCMSC9127121,UKLKSC9127120,Lake,27741
5823,UKCMSC9127184,UKLKSC9127121,Lake,27741
5824,UKCMSC9127187,UKLKSC9127122,Lake,27741
5825,UKCMSC9127189,UKLKSC9127123,Lake,27741
5826,UKCMSC9127114,UKLKSC9127124,Lake,27741
5827,UKCMSC9127186,UKLKSC9127125,Lake,27741
5828,UKCMSC9127181,UKTWSC912711,Estuary,27741
5829,UKCMSC91271100,UKCASSWPA11,Shellfish water,27741
5830,UKCMSC9127199,UKCASSWPA13,Shellfish water,27741
5831,UKCMSC91271101,UKCASSWPA37,Shellfish water,27741
5832,UKCMSC9127198,UKCASSWPA44,Shellfish water,27741
5833,UKCMSC91271110,UKS761601,Bathing water,27741
5834,UKCMSC91271108,UKS7616012,Bathing water,27741
5835,UKCMSC91271113,UKS7616017,Bathing water,27741
5836,UKCMSC91271106,UKS7616018,Bathing water,27741
5837,UKCMSC91271102,UKS7616019,Bathing water,27741
5838,UKCMSC9127196,UKS7616023,Bathing water,27741
5839,UKCMSC9127197,UKS7616027,Bathing water,27741
5840,UKCMSC91271109,UKS7616030,Bathing water,27741
5841,UKCMSC9127178,UKS7616033,Bathing water,27741
5842,UKCMSC9127193,UKS7616037,Bathing water,27741
5843,UKCMSC9127192,UKS7616038,Bathing water,27741
5844,UKCMSC91271103,UKS7616041,Bathing water,27741
5845,UKCMSC9127195,UKS7616043,Bathing water,27741
5846,UKCMSC9127191,UKS7616044,Bathing water,27741
5847,UKCMSC9127190,UKS7616045,Bathing water,27741
5848,UKCMSC91271107,UKS7616047,Bathing water,27741
5849,UKCMSC91271112,UKS7616051,Bathing water,27741
5850,UKCMSC91271111,UKS7616053,Bathing water,27741
5851,UKCMSC9127158,UKS7616056,Bathing water,27741
5852,UKCMSC9127194,UKS7616057,Bathing water,27741
5853,UKCMSC91271104,UKS7616074,Bathing water,27741
5854,UKCMSC91271105,UKS7616081,Bathing water,27741
5855,UKCMSC9127175,UKRISC9127125,Freshwater Fish River,27741
5856,UKCMSC9127159,UKRISC9127133,Freshwater Fish River,27741
5857,UKCMSC9127175,UKRISC9127124,Freshwater Fish River,27741
5858,UKNI_CM00063,UKNI_RI00063,,27741
5859,UKNI_CM00078,UKNI_RI00078,,27741
5860,UKNI_CM00007,UKNI_RI00007,,27741
5861,UKNI_CM00012,UKNI_CA00011,,27741
5862,UKNI_CM00010,UKNI_RI00010,,27741
5863,UKNI_CM00037,UKNI_RI00037,,27741
5864,UKNI_CM00038,UKNI_RI00038,,27741
5865,UKNI_CM00003,UKNI_RI00003,,27741
5866,UKNI_CM00025,UKNI_RI00025,,27741
5867,UKNI_CM00023,UKNI_CA00023,,27741
5868,UKNI_CM00015,UKNI_TW00015,,27741
5869,UKNI_CM00062,UKNI_CA00062,,27741
5870,UKNI_CM00001,UKNI_LK00001,,27741
5871,UKNI_CM00009,UKNI_LK00009,,27741
5872,UKNI_CM00064,UKNI_CA00064,,27741
5873,UKNI_CM00065,UKNI_CA00065,,27741
6045,HULKAIP517,HULKAIP517,-,27663
6046,HULKAIP520,HULKAIP520,-,27663
6047,HULKAIP540,HULKAIP540,-,27663
6048,PTCM01,PTRI01,,27642
6049,PTCM02,PTRI02,,27642
6050,PTCM03,PTLK03,,27642
6051,PTCM04,PTLK04,,27642
6052,PTCM05,PTLK05,,27642
6053,PTCM06,PTLK06,,27642
6054,PTCM07,PTRI07,,27642
6055,PTCM08,PTLK08,,27642
6056,PTCM09,PTLK09,,27642
6057,PTCM10,PTTW10,,27642
6058,PTCM11,PTRI11,,27642
6059,PTCM12,PTRI12,,27642
6060,PTCM13,PTTW13,,27642
6061,PTCM14,PTRI14,,27642
6062,PTCM15,PTTW15,,27642
6063,PTCM16,PTTW16,,27642
6064,PTCM17,PTTW17,,27642
6065,PTCM18,PTTW18,,27642
6066,PTCM19,PTLK19,,27642
6067,PTCM20,PTLK20,,27642
6068,PTCM21,PTLK21,,27642
6069,PTCM22,PTLK22,,27642
6070,PTCM23,PTTW23,,27642
6071,PTCM24,PTTW24,,27642
6072,PTCM25,PTTW25,,27642
6568,GRCSA01,GRSALK08,,27354
6569,GRCSA02,GRSATW03,,27354
6570,GRCSA03,GRSARV01,,27354
6571,GRCSA04,GRSARV07,,27354
6572,GRCSA05,GRSACA04,,27354
6573,GRCSA06,GRSACA04,,27354
6574,GRCSA07,GRSARV03,,27354
6575,GRCSA08,GRSARV02,,27354
6576,GRCSA09,GRSARV10,,27354
6577,GRCSA12,GRSALK05,,27354
6578,GRCSA14,GRSACA02,,27354
6579,GRCSA15,GRSARV14,,27354
6580,GRCSA16,GRSALK07,,27354
6581,GRCSA17,GRSARV12,,27354
6582,GRCSA18,GRSALK02,,27354
6583,GRCSA19,GRSARV17,,27354
6584,GRCSA20,GRSARV11,,27354
6585,GRCSA21,GRSALK04,,27354
6586,GRCSA22,GRSACA01,,27354
6587,GRCSA23,GRSACA05,,27354
6588,GRCSA24,GRSARV19,,27354
6589,GRCSA25,GRSARV13,,27354
6590,GRCSA26,GRSARV20,,27354
6591,GRCSA27,GRSALK01,,27354
6592,GRCSA28,GRSARV09,,27354
6593,GRCSA29,GRSATW04,,27354
6594,GRCSA30,GRSARV08,,27354
6595,GRCSA32,GRSARV04,,27354
6596,GRCSA33,GRSARV05,,27354
6597,GRCSA35,GRSARV25,,27354
6598,GRCSA36,GRSARV21,,27354
6599,GRCSA37,GRSARV26,,27354
6600,GRCSA38,GRSARV27,,27354
6601,GRCSA39,GRSARV24,,27354
6602,GRCSA40,GRSACA04,,27354
6603,GRCSA41,GRSACA02,,27354
6604,GRCSA42,GRSACA04,,27354
6605,GRCSA43,GRSACA02,,27354
6606,GRCSA44,GRSARV06,,27354
6607,GRCSA45,GRSARV15,,27354
6608,GRCSA46,GRSARV16,,27354
6609,GRCSA47,GRSALK06,,27354
6846,NORCA17,NORCA01,,27528
6847,NORCA17,NORCA02,,27528
6992,FR_SA_CM_01214,FR_SA_RI_01214,,27697
6993,FR_SA_CM_01215,FR_SA_RI_01215,,27697
6994,FR_SA_CM_01216,FR_SA_RI_01216,,27697
6995,FR_SA_CM_02019,FR_SA_RI_02019,,27697
6996,FR_SA_CM_02020,FR_SA_RI_02020,,27697
6997,FR_SA_CM_02021,FR_SA_RI_02021,,27697
6998,FR_SA_CM_02022,FR_SA_RI_02022,,27697
6999,FR_SA_CM_03202,FR_SA_RI_03202,,27697
7000,FR_SA_CM_03203,FR_SA_RI_03203,,27697
7001,FR_SA_CM_03204,FR_SA_RI_03204,,27697
7002,FR_SA_CM_03205,FR_SA_RI_03205,,27697
7003,FR_SA_CM_03207,FR_SA_RI_03207,,27697
7004,FR_SA_CM_03208,FR_SA_RI_03208,,27697
7005,FR_SA_CM_03209,FR_SA_RI_03209,,27697
7006,FR_SA_CM_04201,FR_SA_RI_04201,,27697
7007,FR_SA_CM_04202,FR_SA_RI_04202,,27697
7008,FR_SA_CM_04203,FR_SA_RI_04203,,27697
7009,FR_SA_CM_04204,FR_SA_RI_04204,,27697
7010,FR_SA_CM_04205,FR_SA_RI_04205,,27697
7011,FR_SA_CM_04206,FR_SA_RI_04206,,27697
7012,FR_SA_CM_04207,FR_SA_RI_04207,,27697
7013,FR_SA_CM_04208,FR_SA_RI_04208,,27697
7014,FR_SA_CM_04209,FR_SA_RI_04209,,27697
7015,FR_SA_CM_04210,FR_SA_RI_04210,,27697
7016,FR_SA_CM_04211,FR_SA_RI_04211,,27697
7017,FR_SA_CM_04212,FR_SA_RI_04212,,27697
7018,FR_SA_CM_04213,FR_SA_RI_04213,,27697
7019,FR_SA_CM_04214,FR_SA_RI_04214,,27697
7020,FR_SA_CM_04217,FR_SA_RI_04217,,27697
7021,FR_SA_CM_04218,FR_SA_RI_04218,,27697
7022,FR_SA_CM_04219,FR_SA_RI_04219,,27697
7023,FR_SA_CM_04220,FR_SA_RI_04220,,27697
7024,FR_SA_CM_04221,FR_SA_RI_04221,,27697
7025,FR_SA_CM_04222,FR_SA_RI_04222,,27697
7026,FR_SA_CM_05001,FR_SA_RI_05001,,27697
7027,FR_SA_CM_05002,FR_SA_RI_05002,,27697
7028,FR_SA_CM_05003,FR_SA_RI_05003,,27697
7029,FR_SA_CM_05004,FR_SA_RI_05004,,27697
7030,FR_SA_CM_05005,FR_SA_RI_05005,,27697
7031,FR_SA_CM_05006,FR_SA_RI_05006,,27697
7032,FR_SA_CM_05007,FR_SA_RI_05007,,27697
7033,FR_SA_CM_05008,FR_SA_RI_05008,,27697
7034,FR_SA_CM_05009,FR_SA_RI_05009,,27697
7035,FR_SA_CM_05010,FR_SA_RI_05010,,27697
7036,FR_SA_CM_05011,FR_SA_RI_05011,,27697
7037,FR_SA_CM_05012,FR_SA_RI_05012,,27697
7038,FR_SA_CM_05013,FR_SA_RI_05013,,27697
7039,FR_SA_CM_05014,FR_SA_RI_05014,,27697
7040,FR_SA_CM_05015,FR_SA_RI_05015,,27697
7041,FR_SA_CM_05016,FR_SA_RI_05016,,27697
7042,FR_SA_CM_05017,FR_SA_RI_05017,,27697
7043,FR_SA_CM_05018,FR_SA_RI_05018,,27697
7044,FR_SA_CM_05019,FR_SA_RI_05019,,27697
7045,FR_SA_CM_05020,FR_SA_RI_05020,,27697
7046,FR_SA_CM_05021,FR_SA_RI_05021,,27697
7047,FR_SA_CM_05113,FR_SA_RI_05113,,27697
7048,FR_SA_CM_05114,FR_SA_RI_05114,,27697
7049,FR_SA_CM_05116,FR_SA_RI_05116,,27697
7050,FR_SA_CM_05216,FR_SA_RI_05216,,27697
7051,FR_SA_CM_06225,FR_SA_RI_06225,,27697
7052,FR_SA_CM_06226,FR_SA_RI_06226,,27697
7053,FR_SA_CM_06227,FR_SA_RI_06227,,27697
7054,FR_SA_CM_06228,FR_SA_RI_06228,,27697
7055,FR_SA_CM_06229,FR_SA_RI_06229,,27697
7056,FR_SA_CM_06230,FR_SA_RI_06230,,27697
7057,FR_SA_CM_06301,FR_SA_RI_06301,,27697
7058,FR_SA_CM_06302,FR_SA_RI_06302,,27697
7059,FR_SA_CM_06303,FR_SA_RI_06303,,27697
7060,FR_SA_CM_06304,FR_SA_RI_06304,,27697
7061,FR_SA_CM_06305,FR_SA_RI_06305,,27697
7062,FR_SA_CM_06306,FR_SA_RI_06306,,27697
7063,FR_SA_CM_06307,FR_SA_RI_06307,,27697
7064,FR_SA_CM_06308,FR_SA_RI_06308,,27697
7065,FR_SA_CM_06309,FR_SA_RI_06309,,27697
7066,FR_SA_CM_06310,FR_SA_RI_06310,,27697
7067,FR_SA_CM_06311,FR_SA_RI_06311,,27697
7068,FR_SA_CM_06312,FR_SA_RI_06312,,27697
7069,FR_SA_CM_06313,FR_SA_RI_06313,,27697
7070,FR_SA_CM_06314,FR_SA_RI_06314,,27697
7071,FR_SA_CM_06315,FR_SA_RI_06315,,27697
7072,FR_SA_CM_06316,FR_SA_RI_06316,,27697
7073,FR_SA_CM_06317,FR_SA_RI_06317,,27697
7074,FR_SA_CM_06318,FR_SA_RI_06318,,27697
7075,FR_SA_CM_06319,FR_SA_RI_06319,,27697
7076,FR_SA_CM_06320,FR_SA_RI_06320,,27697
7077,FR_SA_CM_06321,FR_SA_RI_06321,,27697
7078,FR_SA_CM_06322,FR_SA_RI_06322,,27697
7079,FR_SA_CM_10103,FR_SA_RI_10103,,27697
7134,HRCM_41031000,HRCA_41011000,,27661
7135,HRCM_41031003,HRCA_41011003,,27661
7136,HRCM_41031012,HRCA_41011012,,27661
7137,HRCM_41031013,HRCA_41011013,,27661
7138,HRCM_41031014,HRCA_41011014,,27661
7139,HRCM_41031017,HRCA_41011017,,27661
7140,HRCM_41031018,HRCA_41011018,,27661
7141,HRCM_41031022,HRCA_41011022,,27661
7142,HRCM_41031031,HRCA_41011031,,27661
7143,HRCM_41031048,HRCA_41011048,,27661
7144,HRCM_62011001,HRCA_61011001,,27661
7145,HRCM_62011002,HRCA_61011002,,27661
7146,HRCM_62011004,HRCA_61011004,,27661
7147,HRCM_62011005,HRCA_61011005,,27661
7148,HRCM_62011006,HRCA_61011006,,27661
7149,HRCM_62011007,HRCA_61011007,,27661
7150,HRCM_62011008,HRCA_61011008,,27661
7151,HRCM_62011009,HRCA_61011009,,27661
7152,HRCM_62011010,HRCA_61011010,,27661
7153,HRCM_62011011,HRCA_61011011,,27661
7154,HRCM_62011015,HRCA_61011015,,27661
7155,HRCM_62011016,HRCA_61011016,,27661
7156,HRCM_62011019,HRCA_61011019,,27661
7157,HRCM_62011020,HRCA_61011020,,27661
7158,HRCM_62011021,HRCA_61011021,,27661
7159,HRCM_62011023,HRCA_61011023,,27661
7160,HRCM_62011024,HRCA_61011024,,27661
7161,HRCM_62011025,HRCA_61011025,,27661
7162,HRCM_62011026,HRCA_61011026,,27661
7163,HRCM_62011027,HRCA_61011027,,27661
7164,HRCM_62011028,HRCA_61011028,,27661
7165,HRCM_62011029,HRCA_61011029,,27661
7166,HRCM_62011030,HRCA_61011030,,27661
7167,HRCM_62011032,HRCA_61011032,,27661
7168,HRCM_62011033,HRCA_61011033,,27661
7169,HRCM_62011034,HRCA_61011034,,27661
7170,HRCM_62011035,HRCA_61011035,,27661
7171,HRCM_62011036,HRCA_61011036,,27661
7172,HRCM_62011037,HRCA_61011037,,27661
7173,HRCM_62011038,HRCA_61011038,,27661
7174,HRCM_62011039,HRCA_61011039,,27661
7175,HRCM_62011040,HRCA_61011040,,27661
7176,HRCM_62011041,HRCA_61011041,,27661
7177,HRCM_62011042,HRCA_61011042,,27661
7178,HRCM_62011043,HRCA_61011043,,27661
7179,HRCM_62011044,HRCA_61011044,,27661
7180,HRCM_62011045,HRCA_61011045,,27661
7181,HRCM_62011046,HRCA_61011046,,27661
7182,HRCM_62011047,HRCA_61011047,,27661
7183,HRCM_62011049,HRCA_61011049,,27661
7184,HRCM_62011050,HRCA_61011050,,27661
7185,HRCM_62011051,HRCA_61011051,,27661
7186,HRCM_62011052,HRCA_61011052,,27661
7187,HRCM_62011053,HRCA_61011053,,27661
7194,SECM002,SECA002,"Catchment to sensivite area, southern coast of Sweden (SECA002)",27618
7195,SECM001,SECA001,"Catchment to Sensivite area, northern coast of Sweden (SECA001)",27618
